Employer,Title,Salary,Location,Start Date
TWO SIGMA INVESTMENTS LP,DATA SCIENCE ENGINEER,"170,000","NEW YORK, NY",9/9/2018
ZS ASSOCIATES INC,DATA SCIENCE MANAGER,"170,000","PRINCETON, NJ",8/15/2018
FACEBOOK INC,DATA SCIENCE MANAGER,"170,000","MENLO PARK, CA",5/7/2018
A9COM INC,DATA SCIENCES ENGINEER,"170,000","PALO ALTO, CA",6/26/2017
THE MATLEN SILVER GROUP INC,DATA SCIENTIST,"170,000","CHARLOTTE, NC",1/5/2015
ARM INC,DATA SCIENTIST,"170,000","AUSTIN, TX",1/8/2018
AIRBNB INC,DATA SCIENTIST,"170,000","SEATTLE, WA",5/7/2018
AIRBNB INC,DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",5/7/2018
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"170,000","SUNNYVALE, CA",2/21/2018
LYFT INC,DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",10/8/2018
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"170,000","SUNNYVALE, CA",5/29/2018
AIRBNB INC,DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",9/3/2018
LYFT INC,DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",7/25/2018
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"170,000","SUNNYVALE, CA",8/14/2018
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"170,000","SUNNYVALE, CA",8/20/2018
LYFT INC,DATA SCIENTIST,"170,000","SEATTLE, WA",7/25/2018
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"170,000","SUNNYVALE, CA",8/14/2018
KENSHO TECHNOLOGIES INC,DATA SCIENTIST,"170,000","NEW YORK, NY",2/12/2018
AIRBNB INC,DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",7/2/2018
FACEBOOK INC,DATA SCIENTIST,"170,000","SEATTLE, WA",12/19/2016
FACEBOOK INC,DATA SCIENTIST,"170,000","MENLO PARK, CA",4/10/2017
FACEBOOK INC,DATA SCIENTIST,"170,000","MENLO PARK, CA",4/24/2017
FACEBOOK INC,DATA SCIENTIST,"170,000","MENLO PARK, CA",10/2/2017
CRITEO CORP,DATA SCIENTIST,"170,000","PALO ALTO, CA",9/4/2017
NOKIA USA INC,DATA SCIENTIST,"170,000","SUNNYVALE, CA",8/15/2016
FACEBOOK INC,DATA SCIENTIST,"170,000","MENLO PARK, CA",12/1/2014
FACEBOOK INC,DATA SCIENTIST,"170,000","MENLO PARK, CA",4/20/2015
GUAVUS INC,DATA SCIENTIST,"170,000","SAN MATEO, CA",9/11/2014
FACEBOOK INC,DATA SCIENTIST,"170,000","MENLO PARK, CA",10/20/2014
EBAY INC,DATA SCIENTIST 2,"170,000","SAN JOSE, CA",11/2/2015
ALPINE ANALYTICS INC,DATA SCIENTIST AND ARCHITECT,"170,000","SAN FRANCISCO, CA",2/1/2016
ALPINE ANALYTICS INC,DATA SCIENTIST AND ARCHITECT,"170,000","NEW YORK, NY",9/1/2016
FACEBOOK INC,"DATA SCIENTIST, ECONOMIC RESEARCH","170,000","MENLO PARK, CA",9/8/2015
THE TRADE DESK INC,"DATA SCIENTIST, SENIOR","170,000","NEW YORK, NY",8/30/2018
CREDIT KARMA INC,SENIOR DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",6/18/2018
ZENABI DATA LLC,SENIOR DATA SCIENTIST,"170,000","WESTPORT, CT",4/4/2018
CAPITAL GROUP COMPANIES GLOBAL,SENIOR DATA SCIENTIST,"170,000","LOS ANGELES, CA",4/2/2018
JAM CITY INC,SENIOR DATA SCIENTIST,"170,000","CULVER CITY, CA",9/15/2018
INTEGRAL AD SCIENCE,SENIOR DATA SCIENTIST,"170,000","NEW YORK, NY",3/12/2018
SPOTIFY USA INC,SENIOR DATA SCIENTIST,"170,000","NEW YORK, NY",7/1/2018
C3 INC,SENIOR DATA SCIENTIST,"170,000","REDWOOD CITY, CA",10/20/2016
MOVE INC,SENIOR DATA SCIENTIST,"170,000","SANTA CLARA, CA",3/20/2017
ELEMENTUM SCM INC,SENIOR DATA SCIENTIST,"170,000","MOUNTAIN VIEW, CA",7/14/2017
JUVO MOBILE INC,SENIOR DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",9/11/2017
CENTRALREACH LLC,SENIOR DATA SCIENTIST,"170,000","POMPANO BEACH, FL",9/12/2018
BILLCOM,SENIOR DATA SCIENTIST - RISK MANAGEMENT,"170,000","PALO ALTO, CA",5/29/2017
CREDIT KARMA INC,"SENIOR DATA SCIENTIST, ANALYTICS","170,000","SAN FRANCISCO, CA",11/13/2017
ETSY INC,"SENIOR DATA SCIENTIST, SEARCH RANKING","170,000","BROOKLYN, NY",8/4/2018
TREDENCE INC,SR. DATA SCIENTIST,"170,000","BELLEVUE, WA",3/26/2018
TREDENCE INC,SR. DATA SCIENTIST,"170,000","SAN JOSE, CA",4/18/2018
MOVE INC,SR. DATA SCIENTIST,"170,000","SANTA CLARA, CA",9/1/2018
HOTEL TONIGHT INC,SR. DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",8/28/2017
24/7 CUSTOMER INC,SR. DATA SCIENTIST,"170,000","CAMPBELL, CA",8/19/2015
HYPERTRACK INC,LEAD DATA SCIENTIST,"170,000","MENLO PARK, CA",7/23/2018
HYPERTRACK INC,LEAD DATA SCIENTIST,"170,000","MENLO PARK, CA",7/23/2018
XAD INC,LEAD DATA SCIENTIST,"170,000","MOUNTAIN VIEW, CA",9/3/2017
LEVI STRAUSS & CO,LEAD DATA SCIENTIST,"170,000","SAN FRANCISCO, CA",6/9/2017
FEDERAL RESERVE BANK OF PHILADELPHIA,MACHINE LEARNING ECONOMIST,"170,000","PHILADELPHIA, PA",8/1/2018
APPLE INC,MACHINE LEARNING ENGINEER,"170,000","CUPERTINO, CA",7/9/2018
SPOTIFY USA INC,MACHINE LEARNING ENGINEER,"170,000","NEW YORK, NY",4/17/2018
SKYTREE INC,MACHINE LEARNING R&D DEVELOPER,"170,000","SAN JOSE, CA",7/28/2014
TINDER INC,MACHINE LEARNING SCIENTIST,"170,000","PALO ALTO, CA",2/6/2017
SALESFORCECOM INC,LEAD DATA SCIENCE ENGINEER,"169,749","PALO ALTO, CA",6/24/2017
SALESFORCECOM INC,LEAD DATA SCIENCE ENGINEER,"169,749","PALO ALTO, CA",6/24/2017
MACHINE ZONE INC,MACHINE LEARNING & NLP DIRECTOR,"169,749","PALO ALTO, CA",9/16/2017
WAL-MART ASSOCIATES INC,PRINCIPAL DATA SCIENTIST,"169,665","SUNNYVALE, CA",2/20/2017
INTEGRAL AD SCIENCE INC,SENIOR DATA SCIENTIST,"169,541","NEW YORK, NY",9/12/2016
PAYPAL INC,DATA SCIENTIST 3,"169,334","SAN JOSE, CA",5/6/2016
DATAROBOT INC,DATA SCIENTIST,"169,000","BOSTON, MA",4/1/2015
FOURSQUARE LABS INC,SENIOR DATA SCIENTIST (MACHINE LEARNING),"169,000","NEW YORK, NY",8/17/2016
FACEBOOK INC,DATA SCIENCE MANAGER,"168,875","MENLO PARK, CA",4/16/2018
FACEBOOK INC,DATA SCIENTIST,"168,875","MENLO PARK, CA",12/18/2018
FACEBOOK INC,DATA SCIENTIST,"168,875","MENLO PARK, CA",10/1/2018
APPLE INC,DATA SCIENTIST,"168,210","CUPERTINO, CA",10/16/2017
NETFLIX INC,SENIOR DATA SCIENTIST,"168,210","LOS GATOS, CA",1/31/2018
SPLUNK INC,PRINCIPAL DATA SCIENTIST,"168,210","SAN JOSE, CA",2/15/2018
APPLE INC,MACHINE LEARNING ENG,"168,210","CUPERTINO, CA",12/7/2017
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"168,081","REDMOND, WA",7/9/2018
AMAZON WEB SERVICES INC,DATA SCIENTIST,"168,000","PALO ALTO, CA",8/1/2018
EBAY INC,DATA SCIENTIST 2,"168,000","SAN JOSE, CA",6/14/2018
ZS ASSOCIATES INC,DATA SCIENCE CONSULTANT,"167,500","SAN MATEO, CA",7/13/2018
AIRBNB INC,DATA SCIENTIST,"167,500","SAN FRANCISCO, CA",10/1/2018
FACEBOOK INC,DATA SCIENCE MANAGER,"167,450","MENLO PARK, CA",7/10/2017
FACEBOOK INC,DATA SCIENTIST,"167,450","MENLO PARK, CA",8/21/2017
UBER TECHNOLOGIES INC,DATA SCIENCE MANAGER,"167,346","SAN FRANCISCO, CA",9/17/2018
APPLE INC,MACHINE LEARNING ENG,"166,900","CUPERTINO, CA",8/26/2017
SPOTIFY USA INC,DATA SCIENTIST,"166,020","NEW YORK, NY",9/3/2018
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"165,610","BELLEVUE, WA",5/30/2018
IBM CORPORATION,SENIOR DATA SCIENTIST,"165,384","YORKTOWN HEIGHTS, NY",2/28/2018
XACTLY CORPORATION,DATA SCIENTIST,"165,360","SAN JOSE, CA",9/18/2016
GENERAL ELECTRIC COMPANY,MACHINE LEARNING RESEARCHER,"165,025","SAN RAMON, CA",4/8/2016
NETFLIX INC,SENIOR DATA SCIENTIST,"165,006","LOS GATOS, CA",9/2/2016
NETFLIX INC,SENIOR DATA SCIENTIST,"165,006","LOS GATOS, CA",9/3/2016
TARGET CORPORATION,SENIOR DATA SCIENTIST,"165,006","SUNNYVALE, CA",3/22/2016
TARGET CORPORATION,SENIOR DATA SCIENTIST,"165,006","SUNNYVALE, CA",6/1/2016
TAPJOY INC,DATA SCIENCE ENGINEER,"165,000","SAN FRANCISCO, CA",9/12/2017
MUFG UNION BANK NA,DATA SCIENCE LEAD,"165,000","JERSEY CITY, NJ",4/23/2018
GNS HEALTHCARE INC,DATA SCIENCE MANAGER,"165,000","SEATTLE, WA",1/9/2017
FACEBOOK INC,DATA SCIENTIST,"165,000","MENLO PARK, CA",8/20/2018
SPOTIFY USA INC,DATA SCIENTIST,"165,000","NEW YORK, NY",11/13/2017
GIPHY INC,DATA SCIENTIST,"165,000","NEW YORK, NY",9/17/2018
AIRBNB INC,DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",10/30/2017
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"165,000","SUNNYVALE, CA",8/14/2018
AMAZON WEB SERVICES INC,DATA SCIENTIST,"165,000","EAST PALO ALTO, CA",6/13/2018
FACEBOOK INC,DATA SCIENTIST,"165,000","MENLO PARK, CA",8/13/2018
AMAZON WEB SERVICES INC,DATA SCIENTIST,"165,000","SEATTLE, WA",6/13/2018
BALBIX INC,DATA SCIENTIST,"165,000","SAN JOSE, CA",2/16/2019
FACEBOOK INC,DATA SCIENTIST,"165,000","MENLO PARK, CA",10/24/2016
LYFT INC,DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",1/16/2017
JETCOM INC,DATA SCIENTIST,"165,000","HOBOKEN, NJ",2/15/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"165,000","REDMOND, WA",6/13/2017
LYFT INC,DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",3/21/2016
AFFIRM INC,DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",3/31/2016
LYFT INC,DATA SCIENTIST,"165,000","SEATTLE, WA",9/26/2016
MAPLEBEAR INC,DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",7/27/2015
QUID INC,DATA SCIENTIST - MATHEMATICAL MODELING,"165,000","SAN FRANCISCO, CA",10/20/2014
APPLE INC,DATA SCIENTIST 4,"165,000","CUPERTINO, CA",7/3/2017
LE TOTE INC,DATA SCIENTIST LEAD,"165,000","SAN FRANCISCO, CA",10/7/2015
STARBUCKS COFFEE COMPANY,DATA SCIENTIST SENIOR,"165,000","SEATTLE, WA",9/3/2018
QUID INC,DATA SCIENTIST- MATHEMATICAL MODELING,"165,000","SAN FRANCISCO, CA",4/18/2016
ZEFR INC,SENIOR DATA SCIENCE ENGINEER,"165,000","LOS ANGELES, CA",8/28/2018
ZEFR INC,SENIOR DATA SCIENCE ENGINEER,"165,000","LOS ANGELES, CA",8/28/2018
ZEFR INC,SENIOR DATA SCIENCE ENGINEER,"165,000","LOS ANGELES, CA",8/28/2018
MPLATFORM LLC,SENIOR DATA SCIENTIST,"165,000","NEW YORK, NY",10/1/2018
UPWORK INC,SENIOR DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",12/21/2017
METROMILE INC,SENIOR DATA SCIENTIST,"165,000","SAN FRANCISCO, CA",2/20/2017
CAPITAL GROUP COMPANIES GLOBAL,SENIOR DATA SCIENTIST,"165,000","LOS ANGELES, CA",6/27/2016
AVISO INC,SENIOR DATA SCIENTIST,"165,000","PALO ALTO, CA",9/1/2015
AVISO INC,SENIOR DATA SCIENTIST,"165,000","MENLO PARK, CA",10/1/2015
STAPLES INC,SENIOR DATA SCIENTIST,"165,000","SAN MATEO, CA",9/15/2014
FITBIT INC,SENIOR DATA SCIENTIST - PRODUCT,"165,000","SAN FRANCISCO, CA",8/29/2016
NUTANIX INC,SR. DATA SCIENCE ENGINEER,"165,000","SAN JOSE, CA",9/4/2017
GRUBHUB HOLDINGS INC,LEAD DATA SCIENTIST,"165,000","CHICAGO, IL",4/11/2018
EBAY INC,LEAD DATA SCIENTIST,"165,000","SAN JOSE, CA",1/23/2018
DOGVACAY INC,LEAD DATA SCIENTIST,"165,000","SANTA MONICA, CA",9/28/2016
INVESCO GROUP SERVICES INC,PRINCIPAL DATA SCIENTIST,"165,000","HOUSTON, TX",7/3/2017
TWITTER INC,ML SOFTWARE ENGINEER II,"165,000","SAN FRANCISCO, CA",3/5/2018
ABNORMAL SECURITY INC,MACHINE LEARNING & USER EXPERIENCE ENGINEER,"165,000","SAN FRANCISCO, CA",5/21/2018
ABNORMAL SECURITY CORPORATION,MACHINE LEARNING & USER EXPERIENCE ENGINEER,"165,000","SAN FRANCISCO, CA",5/21/2018
APPLE INC,MACHINE LEARNING ENG,"165,000","CUPERTINO, CA",6/5/2017
BAIDU USA LLC,MACHINE LEARNING ENGINEER,"165,000","SUNNYVALE, CA",8/27/2018
GOOGLE LLC,DATA SCIENTIST 1615.36969,"164,000","MOUNTAIN VIEW, CA",2/7/2018
GOOGLE LLC,DATA SCIENTIST 1615.39130,"164,000","MOUNTAIN VIEW, CA",5/21/2018
FACEBOOK INC,DATA SCIENTIST,"163,628","MENLO PARK, CA",9/9/2017
AIRBNB INC,DATA SCIENTIST,"163,500","SAN FRANCISCO, CA",10/2/2017
APPLE INC,MACHINE LEARNING ENG 4,"163,363","CUPERTINO, CA",7/28/2017
ADOBE SYSTEMS INCORPORATED,DATA SCIENTIST,"163,134","SAN FRANCISCO, CA",7/31/2018
SCRIBD INC,SENIOR DATA SCIENTIST,"163,134","SAN FRANCISCO, CA",9/12/2018
MICROSOFT CORPORATION,DATA SCIENTIST,"163,036","SUNNYVALE, CA",2/2/2018
LYFT INC,DATA SCIENTIST,"163,000","SAN FRANCISCO, CA",5/27/2018
INTENT MEDIA INC,DATA SCIENTIST,"163,000","NEW YORK, NY",12/15/2014
BREAKOUT CAPITAL FINANCE LLC,SENIOR DATA SCIENTIST,"162,781","MCLEAN, VA",9/17/2018
FACEBOOK INC,"LEAD DATA SCIENTIST, DATA CENTER","162,332","MENLO PARK, CA",9/7/2017
THE RECON GROUP INC,DATA SCIENTIST/ANALYST,"162,000","MIAMI, FL",9/10/2018
GM CRUISE LLC,SENIOR DATA SCIENTIST,"162,000","SAN FRANCISCO, CA",2/26/2018
FACEBOOK INC,LEAD DATA SCIENTIST,"162,000","MENLO PARK, CA",8/6/2018
FACEBOOK INC,LEAD DATA SCIENTIST,"162,000","MENLO PARK, CA",8/6/2018
QUORA INC,DATA SCIENCE MANAGER,"161,845","MOUNTAIN VIEW, CA",8/22/2018
HOME DEPOT USA INC,SR DATA SCIENTIST BL LAB,"161,534","AUSTIN, TX",10/1/2015
STUBHUB INC,DATA SCIENTIST 3,"161,500","SAN FRANCISCO, CA",8/28/2017
FACEBOOK INC,DATA SCIENTIST MANAGER,"161,500","MENLO PARK, CA",11/6/2017
TWITTER INC,SENIOR DATA SCIENTIST,"161,200","SAN FRANCISCO, CA",2/24/2015
JPMORGAN CHASE & CO,DATA SCIENCE MANAGER,"161,000","NEW YORK, NY",8/30/2018
JPMORGAN CHASE & CO,DATA SCIENCE MANAGER,"161,000","NEW YORK, NY",8/30/2018
MAGNETIC MEDIA ONLINE INC,SENIOR DATA SCIENTIST,"161,000","NEW YORK, NY",8/21/2017
WAL-MART ASSOCIATES INC,SENIOR DATA SCIENTIST,"161,000","SUNNYVALE, CA",9/20/2017
PINTEREST INC,DATA SCIENCE MANAGER,"160,930","SAN FRANCISCO, CA",3/23/2018
EUCLID INC,DATA SCIENTIST,"160,930","SAN FRANCISCO, CA",9/5/2018
ORACLE AMERICA INC,DATA SCIENTIST,"160,930","REDWOOD SHORES, CA",3/31/2018
SALESFORCECOM INC,SENIOR DATA SCIENCE ENGINEER,"160,930","SAN FRANCISCO, CA",2/12/2018
PINTEREST INC,MACHINE LEARNING ENGINEER,"160,930","SAN FRANCISCO, CA",7/30/2018
PINTEREST INC,MACHINE LEARNING ENGINEER,"160,930","SAN FRANCISCO, CA",7/30/2018
NETFLIX INC,SENIOR DATA SCIENTIST,"160,763","LOS GATOS, CA",6/5/2017
NETFLIX INC,SENIOR DATA SCIENTIST,"160,763","LOS GATOS, CA",12/18/2017
NETFLIX INC,SENIOR DATA SCIENTIST - ALGORITHM EXPERIMENTATION,"160,763","LOS GATOS, CA",8/7/2017
APPLE INC,MACHINE LEARNING ENG 4,"160,763","CUPERTINO, CA",6/26/2017
FACEBOOK INC,DATA SCIENTIST,"160,475","MENLO PARK, CA",5/14/2018
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"160,400","REDMOND, WA",4/1/2016
AIRBNB INC,DATA SCIENTIST,"160,058","SAN FRANCISCO, CA",8/1/2018
MOBILEMPOWER LLC,DATA SCIENCE ANALYST,"160,000","BOSTON, MA",4/18/2016
MOBILEMPOWER LLC,DATA SCIENCE INSTRUCTOR,"160,000","BOSTON, MA",5/4/2016
OPENDOOR LABS INC,DATA SCIENCE LEAD,"160,000","SAN FRANCISCO, CA",5/15/2017
JPMORGAN CHASE & CO,DATA SCIENCE MANAGER,"160,000","NEW YORK, NY",9/26/2018
DATAROBOT INC,DATA SCIENTIST,"160,000","BOSTON, MA",4/4/2018
LYFT INC,DATA SCIENTIST,"160,000","SAN FANCISCO, CA",9/10/2018
FACEBOOK INC,DATA SCIENTIST,"160,000","MENLO PARK, CA",8/13/2018
FACEBOOK INC,DATA SCIENTIST,"160,000","NEW YORK, NY",7/9/2018
ARIMO LLC,DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",1/8/2018
AIRBNB INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",7/25/2018
LYFT INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",7/25/2018
PAYPAL INC,DATA SCIENTIST,"160,000","SAN JOSE, CA",7/24/2018
AMAZON WEB SERVICES INC,DATA SCIENTIST,"160,000","PALO ALTO, CA",7/11/2018
AIRBNB INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",7/25/2018
LYFT INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",7/25/2018
OPENTABLE INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",12/18/2017
FACEBOOK INC,DATA SCIENTIST,"160,000","MENLO PARK, CA",9/24/2018
FACEBOOK INC,DATA SCIENTIST,"160,000","MENLO PARK, CA",8/13/2018
AMAZON WEB SERVICES INC,DATA SCIENTIST,"160,000","PALO ALTO, CA",10/12/2017
LYFT INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",7/25/2018
AMAZON WEB SERVICES INC,DATA SCIENTIST,"160,000","PITTSBURGH, PA",7/11/2018
HOPPER (USA) INC,DATA SCIENTIST,"160,000","CAMBRIDGE, MA",8/8/2017
LYFT INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",8/1/2017
LYFT INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",8/1/2017
TOUCHPAL INC,DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",9/1/2017
OPENTABLE INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",4/27/2017
APPLE INC,DATA SCIENTIST,"160,000","CUPERTINO, CA",8/21/2017
DIGITAL REASONING SYSTEMS INC,DATA SCIENTIST,"160,000","NEW YORK, NY",9/18/2017
HULU LLC,DATA SCIENTIST,"160,000","SANTA MONICA, CA",4/1/2016
FACEBOOK INC,DATA SCIENTIST,"160,000","MENLO PARK, CA",8/29/2016
AIRBNB INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",10/13/2014
POSHMARK INC,DATA SCIENTIST,"160,000","MENLO PARK, CA",3/18/2015
SUMO LOGIC INC,DATA SCIENTIST,"160,000","REDWOOD CITY, CA",4/1/2015
ELANCE-ODESK INC,DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",9/18/2015
TWITTER INC,DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",5/12/2014
JPMORGAN CHASE & CO,DATA SCIENTIST - ASSOCIATE,"160,000","NEW YORK, NY",2/20/2017
TWITTER INC,DATA SCIENTIST 2,"160,000","SAN FRANCISCO, CA",7/19/2016
AMAZONCOM SERVICES INC,DATA SCIENTIST II,"160,000","SEATTLE, WA",9/10/2018
TWITTER INC,DATA SCIENTIST II,"160,000","SAN FRANCISCO, CA",9/1/2018
TWITTER INC,DATA SCIENTIST II,"160,000","SAN FRANCISCO, CA",8/26/2018
TWITTER INC,DATA SCIENTIST II,"160,000","SAN FRANCISCO, CA",6/4/2018
TWITTER INC,DATA SCIENTIST II,"160,000","SAN FRANCISCO, CA",6/25/2018
TWITTER INC,DATA SCIENTIST II,"160,000","SAN FRANCISCO, CA",6/25/2018
GAC R&D CENTER SILICON VALLEY INC,SENIOR DATA SCIENTIST,"160,000","SUNNYVALE, CA",8/1/2018
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"160,000","REDMOND, WA",9/19/2018
TOUCHPAL INC,SENIOR DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",11/2/2017
EBAY INC,SENIOR DATA SCIENTIST,"160,000","SAN JOSE, CA",8/5/2018
TOUCHPAL INC,SENIOR DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",11/2/2017
INVESCO GROUP SERVICES INC,SENIOR DATA SCIENTIST,"160,000","HOUSTON, TX",1/8/2018
TOUCHPAL INC,SENIOR DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",11/2/2017
WAL-MART ASSOCIATES INC,SENIOR DATA SCIENTIST,"160,000","SUNNYVALE, CA",3/27/2018
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"160,000","REDMOND, WA",9/5/2018
NOMINUM INC,SENIOR DATA SCIENTIST,"160,000","REDWOOD CITY, CA",12/19/2016
ANCESTRYCOM OPERATIONS INC,SENIOR DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",1/3/2017
TOUCHPAL INC,SENIOR DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",9/2/2016
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"160,000","REDMOND, WA",3/28/2016
TWITTER INC,SENIOR DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",12/9/2013
CLEAR CHANNEL MANAGEMENT SERVICES INC,SENIOR DATA SCIENTIST,"160,000","NEW YORK, NY",8/4/2014
GLASSDOOR INC,"SENIOR DATA SCIENTIST, DECISION SCIENCE","160,000","SAN FRANCISCO, CA",7/23/2018
MEDIDATA SOLUTIONS INC,SENIOR DATA SCIENTIST/SENIOR STATISTICAL ANALYST,"160,000","NEW YORK, NY",3/7/2016
APPLE INC,SR DATA SCIENTIST,"160,000","CUPERTINO, CA",8/8/2016
DTEX SYSTEMS INC,SR. DATA SCIENCE ENGINEER,"160,000","SAN JOSE, CA",6/27/2016
PINPOINT PREDICTIVE INC,SR. DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",8/15/2018
AETNA RESOURCES LLC,SR. DATA SCIENTIST,"160,000","NEW YORK, NY",7/17/2018
SYMANTEC CORPORATION,SR. DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",9/14/2018
GOFUNDME INC,SR. DATA SCIENTIST,"160,000","MENLO PARK, CA",2/8/2016
WORKDAY INC,SR. DATA SCIENTIST,"160,000","SAN FRANCISCO, CA",11/5/2014
CUEBIQ INC,LEAD DATA SCIENTIST,"160,000","NEW YORK, NY",8/13/2018
THREATMETRIX INC,LEAD DATA SCIENTIST,"160,000","SAN JOSE, CA",1/16/2017
VF SERVICES INC,LEAD DATA SCIENTIST,"160,000","GREENSBORO, NC",3/10/2017
PAYPAL INC,LEAD DATA SCIENTIST,"160,000","SAN JOSE, CA",9/18/2017
SCOPELY INC,LEAD DATA SCIENTIST,"160,000","CULVER CITY, CA",2/23/2015
MULESOFT INC,PRINCIPAL DATA SCIENTIST,"160,000","MOUNTAIN VIEW, CA",10/4/2017
CARSCOM,PRINCIPAL DATA SCIENTIST- MACHINE LEARNING,"160,000","CHICAGO, IL",8/16/2017
TWITTER INC,ML SOFTWARE ENGINEER II,"160,000","SAN FRANCISCO, CA",4/30/2018
OPENDOOR LABS INC,MACHINE LEARNING ENGINEER,"160,000","SAN FRANCISCO, CA",8/25/2018
OUTREACH CORPORATION,MACHINE LEARNING ENGINEER,"160,000","SEATTLE, WA",3/12/2018
JPMORGAN CHASE & CO,MACHINE LEARNING ENGINEER,"160,000","NEW YORK, NY",9/10/2018
TOYOTA RESEARCH INSTITUTE INC,MACHINE LEARNING ENGINEER,"160,000","LOS ALTOS, CA",9/17/2018
TOYOTA RESEARCH INSTITUTE INC,MACHINE LEARNING ENGINEER,"160,000","LOS ALTOS, CA",9/17/2018
SLICE TECHNOLOGIES INC,MACHINE LEARNING ENGINEER,"160,000","SAN MATEO, CA",8/1/2016
APPLE INC,MACHINE LEARNING ENGINEER 4,"160,000","CUPERTINO, CA",1/1/2018
AMAZON CORPORATE LLC,MACHINE LEARNING ENGINEER II,"160,000","SEATTLE, WA",11/7/2013
FREENOME HOLDINGS INC,MACHINE LEARNING RESEARCH ENGINEER,"160,000","SOUTH SAN FRANCISCO, CA",7/23/2018
AMAZON CORPORATE LLC,MACHINE LEARNING SCIENTIST II,"160,000","SEATTLE, WA",6/15/2015
ELC MANAGEMENT LLC,DATA SCIENTIST,"159,800","NEW YORK, NY",8/1/2018
FACEBOOK INC,DATA SCIENTIST,"159,492","MENLO PARK, CA",11/17/2015
ARIMO INC,DATA SCIENTIST,"159,484","MOUNTAIN VIEW, CA",9/1/2016
ARIMO INC,DATA SCIENTIST,"159,484","MOUNTAIN VIEW, CA",9/1/2016
FACEBOOK INC,DATA SCIENTIST,"159,411","MENLO PARK, CA",7/9/2018
ORACLE AMERICA INC,DATA SCIENTIST,"159,266","SEATTLE, WA",2/7/2018
AIRBNB INC,DATA SCIENTIST,"159,010","SAN FRANCISCO, CA",10/1/2017
MICROSOFT CORPORATION,DATA SCIENTIST,"159,000","CAMBRIDGE, MA",12/29/2017
MICROSOFT CORPORATION,SENIOR DATA SCIENTIST,"158,985","BELLEVUE, WA",9/22/2016
WAL-MART ASSOCIATES INC,DATA SCIENTIST,"158,508","SUNNYVALE, CA",9/30/2017
MASSACHUSETTS MUTUAL LIFE INSURANCE COMPANY,LEAD DATA SCIENTIST,"158,500","BOSTON, MA",7/30/2018
FACEBOOK INC,DATA SCIENTIST,"158,270","MENLO PARK, CA",4/1/2017
FACEBOOK INC,DATA SCIENCE MANAGER,"158,206","MENLO PARK, CA",4/23/2018
NVIDIA CORPORATION,DATA SCIENTIST IV,"158,184","SANTA CLARA, CA",10/5/2018
